class index,filepaths,labels,card type,data set
9,train/five of diamonds/044.jpg,five of diamonds,five,train
9,train/five of diamonds/045.jpg,five of diamonds,five,train
9,train/five of diamonds/046.jpg,five of diamonds,five,train
9,train/five of diamonds/047.jpg,five of diamonds,five,train
9,train/five of diamonds/048.jpg,five of diamonds,five,train
9,train/five of diamonds/049.jpg,five of diamonds,five,train
9,train/five of diamonds/050.jpg,five of diamonds,five,train
9,train/five of diamonds/051.jpg,five of diamonds,five,train
9,train/five of diamonds/052.jpg,five of diamonds,five,train
9,train/five of diamonds/053.jpg,five of diamonds,five,train
9,train/five of diamonds/054.jpg,five of diamonds,five,train
9,train/five of diamonds/055.jpg,five of diamonds,five,train
9,train/five of diamonds/056.jpg,five of diamonds,five,train
9,train/five of diamonds/057.jpg,five of diamonds,five,train
9,train/five of diamonds/058.jpg,five of diamonds,five,train
9,train/five of diamonds/059.jpg,five of diamonds,five,train
9,train/five of diamonds/060.jpg,five of diamonds,five,train
9,train/five of diamonds/061.jpg,five of diamonds,five,train
9,train/five of diamonds/062.jpg,five of diamonds,five,train
9,train/five of diamonds/063.jpg,five of diamonds,five,train
9,train/five of diamonds/064.jpg,five of diamonds,five,train
9,train/five of diamonds/065.jpg,five of diamonds,five,train
9,train/five of diamonds/066.jpg,five of diamonds,five,train
9,train/five of diamonds/067.jpg,five of diamonds,five,train
9,train/five of diamonds/068.jpg,five of diamonds,five,train
9,train/five of diamonds/069.jpg,five of diamonds,five,train
9,train/five of diamonds/070.jpg,five of diamonds,five,train
9,train/five of diamonds/071.jpg,five of diamonds,five,train
9,train/five of diamonds/072.jpg,five of diamonds,five,train
9,train/five of diamonds/073.jpg,five of diamonds,five,train
9,train/five of diamonds/074.jpg,five of diamonds,five,train
9,train/five of diamonds/075.jpg,five of diamonds,five,train
9,train/five of diamonds/076.jpg,five of diamonds,five,train
9,train/five of diamonds/077.jpg,five of diamonds,five,train
9,train/five of diamonds/078.jpg,five of diamonds,five,train
9,train/five of diamonds/079.jpg,five of diamonds,five,train
9,train/five of diamonds/080.jpg,five of diamonds,five,train
9,train/five of diamonds/081.jpg,five of diamonds,five,train
9,train/five of diamonds/082.jpg,five of diamonds,five,train
9,train/five of diamonds/083.jpg,five of diamonds,five,train
9,train/five of diamonds/084.jpg,five of diamonds,five,train
9,train/five of diamonds/085.jpg,five of diamonds,five,train
9,train/five of diamonds/086.jpg,five of diamonds,five,train
9,train/five of diamonds/087.jpg,five of diamonds,five,train
9,train/five of diamonds/088.jpg,five of diamonds,five,train
9,train/five of diamonds/089.jpg,five of diamonds,five,train
9,train/five of diamonds/090.jpg,five of diamonds,five,train
9,train/five of diamonds/091.jpg,five of diamonds,five,train
9,train/five of diamonds/092.jpg,five of diamonds,five,train
9,train/five of diamonds/093.jpg,five of diamonds,five,train
9,train/five of diamonds/094.jpg,five of diamonds,five,train
9,train/five of diamonds/095.jpg,five of diamonds,five,train
9,train/five of diamonds/096.jpg,five of diamonds,five,train
9,train/five of diamonds/097.jpg,five of diamonds,five,train
9,train/five of diamonds/098.jpg,five of diamonds,five,train
9,train/five of diamonds/099.jpg,five of diamonds,five,train
9,train/five of diamonds/100.jpg,five of diamonds,five,train
9,train/five of diamonds/101.jpg,five of diamonds,five,train
9,train/five of diamonds/102.jpg,five of diamonds,five,train
9,train/five of diamonds/103.jpg,five of diamonds,five,train
9,train/five of diamonds/104.jpg,five of diamonds,five,train
9,train/five of diamonds/105.jpg,five of diamonds,five,train
9,train/five of diamonds/106.jpg,five of diamonds,five,train
9,train/five of diamonds/107.jpg,five of diamonds,five,train
9,train/five of diamonds/108.jpg,five of diamonds,five,train
9,train/five of diamonds/109.jpg,five of diamonds,five,train
9,train/five of diamonds/110.jpg,five of diamonds,five,train
9,train/five of diamonds/111.jpg,five of diamonds,five,train
9,train/five of diamonds/112.jpg,five of diamonds,five,train
9,train/five of diamonds/113.jpg,five of diamonds,five,train
9,train/five of diamonds/114.jpg,five of diamonds,five,train
9,train/five of diamonds/115.jpg,five of diamonds,five,train
9,train/five of diamonds/116.jpg,five of diamonds,five,train
9,train/five of diamonds/117.jpg,five of diamonds,five,train
9,train/five of diamonds/118.jpg,five of diamonds,five,train
9,train/five of diamonds/119.jpg,five of diamonds,five,train
9,train/five of diamonds/120.jpg,five of diamonds,five,train
9,train/five of diamonds/121.jpg,five of diamonds,five,train
9,train/five of diamonds/122.jpg,five of diamonds,five,train
9,train/five of diamonds/123.jpg,five of diamonds,five,train
9,train/five of diamonds/124.jpg,five of diamonds,five,train
9,train/five of diamonds/125.jpg,five of diamonds,five,train
9,train/five of diamonds/126.jpg,five of diamonds,five,train
9,train/five of diamonds/127.jpg,five of diamonds,five,train
9,train/five of diamonds/128.jpg,five of diamonds,five,train
9,train/five of diamonds/129.jpg,five of diamonds,five,train
9,train/five of diamonds/130.jpg,five of diamonds,five,train
9,train/five of diamonds/131.jpg,five of diamonds,five,train
9,train/five of diamonds/132.jpg,five of diamonds,five,train
9,train/five of diamonds/133.jpg,five of diamonds,five,train
9,train/five of diamonds/134.jpg,five of diamonds,five,train
9,train/five of diamonds/135.jpg,five of diamonds,five,train
9,train/five of diamonds/136.jpg,five of diamonds,five,train
9,train/five of diamonds/137.jpg,five of diamonds,five,train
9,train/five of diamonds/138.jpg,five of diamonds,five,train
10,train/five of hearts/001.jpg,five of hearts,five,train
10,train/five of hearts/002.jpg,five of hearts,five,train
10,train/five of hearts/003.jpg,five of hearts,five,train
10,train/five of hearts/004.jpg,five of hearts,five,train
10,train/five of hearts/005.jpg,five of hearts,five,train
10,train/five of hearts/006.jpg,five of hearts,five,train
10,train/five of hearts/007.jpg,five of hearts,five,train
10,train/five of hearts/008.jpg,five of hearts,five,train
10,train/five of hearts/009.jpg,five of hearts,five,train
10,train/five of hearts/010.jpg,five of hearts,five,train
10,train/five of hearts/011.jpg,five of hearts,five,train
10,train/five of hearts/012.jpg,five of hearts,five,train
10,train/five of hearts/013.jpg,five of hearts,five,train
10,train/five of hearts/014.jpg,five of hearts,five,train
10,train/five of hearts/015.jpg,five of hearts,five,train
10,train/five of hearts/016.jpg,five of hearts,five,train
10,train/five of hearts/017.jpg,five of hearts,five,train
10,train/five of hearts/018.jpg,five of hearts,five,train
10,train/five of hearts/019.jpg,five of hearts,five,train
10,train/five of hearts/020.jpg,five of hearts,five,train
10,train/five of hearts/021.jpg,five of hearts,five,train
10,train/five of hearts/022.jpg,five of hearts,five,train
10,train/five of hearts/023.jpg,five of hearts,five,train
10,train/five of hearts/024.jpg,five of hearts,five,train
10,train/five of hearts/025.jpg,five of hearts,five,train
10,train/five of hearts/026.jpg,five of hearts,five,train
10,train/five of hearts/027.jpg,five of hearts,five,train
10,train/five of hearts/028.jpg,five of hearts,five,train
10,train/five of hearts/029.jpg,five of hearts,five,train
10,train/five of hearts/030.jpg,five of hearts,five,train
10,train/five of hearts/031.jpg,five of hearts,five,train
10,train/five of hearts/032.jpg,five of hearts,five,train
10,train/five of hearts/033.jpg,five of hearts,five,train
10,train/five of hearts/034.jpg,five of hearts,five,train
10,train/five of hearts/035.jpg,five of hearts,five,train
10,train/five of hearts/036.jpg,five of hearts,five,train
10,train/five of hearts/037.jpg,five of hearts,five,train
10,train/five of hearts/038.jpg,five of hearts,five,train
10,train/five of hearts/039.jpg,five of hearts,five,train
10,train/five of hearts/040.jpg,five of hearts,five,train
10,train/five of hearts/041.jpg,five of hearts,five,train
10,train/five of hearts/042.jpg,five of hearts,five,train
10,train/five of hearts/043.jpg,five of hearts,five,train
10,train/five of hearts/044.jpg,five of hearts,five,train
10,train/five of hearts/045.jpg,five of hearts,five,train
10,train/five of hearts/046.jpg,five of hearts,five,train
10,train/five of hearts/047.jpg,five of hearts,five,train
10,train/five of hearts/048.jpg,five of hearts,five,train
10,train/five of hearts/049.jpg,five of hearts,five,train
10,train/five of hearts/050.jpg,five of hearts,five,train
10,train/five of hearts/051.jpg,five of hearts,five,train
10,train/five of hearts/052.jpg,five of hearts,five,train
10,train/five of hearts/053.jpg,five of hearts,five,train
10,train/five of hearts/054.jpg,five of hearts,five,train
10,train/five of hearts/055.jpg,five of hearts,five,train
10,train/five of hearts/056.jpg,five of hearts,five,train
10,train/five of hearts/057.jpg,five of hearts,five,train
10,train/five of hearts/058.jpg,five of hearts,five,train
10,train/five of hearts/059.jpg,five of hearts,five,train
10,train/five of hearts/060.jpg,five of hearts,five,train
10,train/five of hearts/061.jpg,five of hearts,five,train
10,train/five of hearts/062.jpg,five of hearts,five,train
10,train/five of hearts/063.jpg,five of hearts,five,train
10,train/five of hearts/064.jpg,five of hearts,five,train
10,train/five of hearts/065.jpg,five of hearts,five,train
10,train/five of hearts/066.jpg,five of hearts,five,train
10,train/five of hearts/067.jpg,five of hearts,five,train
10,train/five of hearts/068.jpg,five of hearts,five,train
10,train/five of hearts/069.jpg,five of hearts,five,train
10,train/five of hearts/070.jpg,five of hearts,five,train
10,train/five of hearts/071.jpg,five of hearts,five,train
10,train/five of hearts/072.jpg,five of hearts,five,train
10,train/five of hearts/073.jpg,five of hearts,five,train
10,train/five of hearts/074.jpg,five of hearts,five,train
10,train/five of hearts/075.jpg,five of hearts,five,train
10,train/five of hearts/076.jpg,five of hearts,five,train
10,train/five of hearts/077.jpg,five of hearts,five,train
10,train/five of hearts/078.jpg,five of hearts,five,train
10,train/five of hearts/079.jpg,five of hearts,five,train
10,train/five of hearts/080.jpg,five of hearts,five,train
10,train/five of hearts/081.jpg,five of hearts,five,train
10,train/five of hearts/082.jpg,five of hearts,five,train
10,train/five of hearts/083.jpg,five of hearts,five,train
10,train/five of hearts/084.jpg,five of hearts,five,train
10,train/five of hearts/085.jpg,five of hearts,five,train
10,train/five of hearts/086.jpg,five of hearts,five,train
10,train/five of hearts/087.jpg,five of hearts,five,train
10,train/five of hearts/088.jpg,five of hearts,five,train
10,train/five of hearts/089.jpg,five of hearts,five,train
10,train/five of hearts/090.jpg,five of hearts,five,train
10,train/five of hearts/091.jpg,five of hearts,five,train
10,train/five of hearts/092.jpg,five of hearts,five,train
10,train/five of hearts/093.jpg,five of hearts,five,train
10,train/five of hearts/094.jpg,five of hearts,five,train
10,train/five of hearts/095.jpg,five of hearts,five,train
10,train/five of hearts/096.jpg,five of hearts,five,train
10,train/five of hearts/097.jpg,five of hearts,five,train
10,train/five of hearts/098.jpg,five of hearts,five,train
10,train/five of hearts/099.jpg,five of hearts,five,train
10,train/five of hearts/100.jpg,five of hearts,five,train
10,train/five of hearts/101.jpg,five of hearts,five,train
10,train/five of hearts/102.jpg,five of hearts,five,train
10,train/five of hearts/103.jpg,five of hearts,five,train
10,train/five of hearts/104.jpg,five of hearts,five,train
10,train/five of hearts/105.jpg,five of hearts,five,train
10,train/five of hearts/106.jpg,five of hearts,five,train
10,train/five of hearts/107.jpg,five of hearts,five,train
10,train/five of hearts/108.jpg,five of hearts,five,train
10,train/five of hearts/109.jpg,five of hearts,five,train
10,train/five of hearts/110.jpg,five of hearts,five,train
10,train/five of hearts/111.jpg,five of hearts,five,train
10,train/five of hearts/112.jpg,five of hearts,five,train
10,train/five of hearts/113.jpg,five of hearts,five,train
10,train/five of hearts/114.jpg,five of hearts,five,train
10,train/five of hearts/115.jpg,five of hearts,five,train
10,train/five of hearts/116.jpg,five of hearts,five,train
10,train/five of hearts/117.jpg,five of hearts,five,train
10,train/five of hearts/118.jpg,five of hearts,five,train
10,train/five of hearts/119.jpg,five of hearts,five,train
10,train/five of hearts/120.jpg,five of hearts,five,train
10,train/five of hearts/121.jpg,five of hearts,five,train
10,train/five of hearts/122.jpg,five of hearts,five,train
10,train/five of hearts/123.jpg,five of hearts,five,train
10,train/five of hearts/124.jpg,five of hearts,five,train
10,train/five of hearts/125.jpg,five of hearts,five,train
10,train/five of hearts/126.jpg,five of hearts,five,train
10,train/five of hearts/127.jpg,five of hearts,five,train
10,train/five of hearts/128.jpg,five of hearts,five,train
10,train/five of hearts/129.jpg,five of hearts,five,train
10,train/five of hearts/130.jpg,five of hearts,five,train
10,train/five of hearts/131.jpg,five of hearts,five,train
10,train/five of hearts/132.jpg,five of hearts,five,train
10,train/five of hearts/133.jpg,five of hearts,five,train
10,train/five of hearts/134.jpg,five of hearts,five,train
10,train/five of hearts/135.jpg,five of hearts,five,train
10,train/five of hearts/136.jpg,five of hearts,five,train
11,train/five of spades/001.jpg,five of spades,five,train
11,train/five of spades/002.jpg,five of spades,five,train
11,train/five of spades/003.jpg,five of spades,five,train
11,train/five of spades/004.jpg,five of spades,five,train
11,train/five of spades/005.jpg,five of spades,five,train
11,train/five of spades/006.jpg,five of spades,five,train
11,train/five of spades/007.jpg,five of spades,five,train
11,train/five of spades/008.jpg,five of spades,five,train
11,train/five of spades/009.jpg,five of spades,five,train
11,train/five of spades/010.jpg,five of spades,five,train
11,train/five of spades/011.jpg,five of spades,five,train
11,train/five of spades/012.jpg,five of spades,five,train
11,train/five of spades/013.jpg,five of spades,five,train
11,train/five of spades/014.jpg,five of spades,five,train
11,train/five of spades/015.jpg,five of spades,five,train
11,train/five of spades/016.jpg,five of spades,five,train
11,train/five of spades/017.jpg,five of spades,five,train
11,train/five of spades/018.jpg,five of spades,five,train
11,train/five of spades/019.jpg,five of spades,five,train
11,train/five of spades/020.jpg,five of spades,five,train
11,train/five of spades/021.jpg,five of spades,five,train
11,train/five of spades/022.jpg,five of spades,five,train
11,train/five of spades/023.jpg,five of spades,five,train
11,train/five of spades/024.jpg,five of spades,five,train
11,train/five of spades/025.jpg,five of spades,five,train
11,train/five of spades/026.jpg,five of spades,five,train
11,train/five of spades/027.jpg,five of spades,five,train
11,train/five of spades/028.jpg,five of spades,five,train
11,train/five of spades/029.jpg,five of spades,five,train
11,train/five of spades/030.jpg,five of spades,five,train
11,train/five of spades/031.jpg,five of spades,five,train
11,train/five of spades/032.jpg,five of spades,five,train
11,train/five of spades/033.jpg,five of spades,five,train
11,train/five of spades/034.jpg,five of spades,five,train
11,train/five of spades/035.jpg,five of spades,five,train
11,train/five of spades/036.jpg,five of spades,five,train
11,train/five of spades/037.jpg,five of spades,five,train
11,train/five of spades/038.jpg,five of spades,five,train
11,train/five of spades/039.jpg,five of spades,five,train
11,train/five of spades/040.jpg,five of spades,five,train
11,train/five of spades/041.jpg,five of spades,five,train
11,train/five of spades/042.jpg,five of spades,five,train
11,train/five of spades/043.jpg,five of spades,five,train
11,train/five of spades/044.jpg,five of spades,five,train
11,train/five of spades/045.jpg,five of spades,five,train
11,train/five of spades/046.jpg,five of spades,five,train
11,train/five of spades/047.jpg,five of spades,five,train
11,train/five of spades/048.jpg,five of spades,five,train
11,train/five of spades/049.jpg,five of spades,five,train
11,train/five of spades/050.jpg,five of spades,five,train
11,train/five of spades/051.jpg,five of spades,five,train
11,train/five of spades/052.jpg,five of spades,five,train
11,train/five of spades/053.jpg,five of spades,five,train
11,train/five of spades/054.jpg,five of spades,five,train
11,train/five of spades/055.jpg,five of spades,five,train
11,train/five of spades/056.jpg,five of spades,five,train
11,train/five of spades/057.jpg,five of spades,five,train
11,train/five of spades/058.jpg,five of spades,five,train
11,train/five of spades/059.jpg,five of spades,five,train
11,train/five of spades/060.jpg,five of spades,five,train
11,train/five of spades/061.jpg,five of spades,five,train
11,train/five of spades/062.jpg,five of spades,five,train
11,train/five of spades/063.jpg,five of spades,five,train
11,train/five of spades/064.jpg,five of spades,five,train
11,train/five of spades/065.jpg,five of spades,five,train
11,train/five of spades/066.jpg,five of spades,five,train
11,train/five of spades/067.jpg,five of spades,five,train
11,train/five of spades/068.jpg,five of spades,five,train
11,train/five of spades/069.jpg,five of spades,five,train
11,train/five of spades/070.jpg,five of spades,five,train
11,train/five of spades/071.jpg,five of spades,five,train
11,train/five of spades/072.jpg,five of spades,five,train
11,train/five of spades/073.jpg,five of spades,five,train
11,train/five of spades/074.jpg,five of spades,five,train
11,train/five of spades/075.jpg,five of spades,five,train
11,train/five of spades/076.jpg,five of spades,five,train
11,train/five of spades/077.jpg,five of spades,five,train
11,train/five of spades/078.jpg,five of spades,five,train
11,train/five of spades/079.jpg,five of spades,five,train
11,train/five of spades/080.jpg,five of spades,five,train
11,train/five of spades/081.jpg,five of spades,five,train
11,train/five of spades/082.jpg,five of spades,five,train
11,train/five of spades/083.jpg,five of spades,five,train
11,train/five of spades/084.jpg,five of spades,five,train
11,train/five of spades/085.jpg,five of spades,five,train
11,train/five of spades/086.jpg,five of spades,five,train
11,train/five of spades/087.jpg,five of spades,five,train
11,train/five of spades/088.jpg,five of spades,five,train
11,train/five of spades/089.jpg,five of spades,five,train
11,train/five of spades/090.jpg,five of spades,five,train
11,train/five of spades/091.jpg,five of spades,five,train
11,train/five of spades/092.jpg,five of spades,five,train
11,train/five of spades/093.jpg,five of spades,five,train
11,train/five of spades/094.jpg,five of spades,five,train
11,train/five of spades/095.jpg,five of spades,five,train
11,train/five of spades/096.jpg,five of spades,five,train
11,train/five of spades/097.jpg,five of spades,five,train
11,train/five of spades/098.jpg,five of spades,five,train
11,train/five of spades/099.jpg,five of spades,five,train
11,train/five of spades/100.jpg,five of spades,five,train
11,train/five of spades/101.jpg,five of spades,five,train
11,train/five of spades/102.jpg,five of spades,five,train
11,train/five of spades/103.jpg,five of spades,five,train
11,train/five of spades/104.jpg,five of spades,five,train
11,train/five of spades/105.jpg,five of spades,five,train
11,train/five of spades/106.jpg,five of spades,five,train
11,train/five of spades/107.jpg,five of spades,five,train
11,train/five of spades/108.jpg,five of spades,five,train
11,train/five of spades/109.jpg,five of spades,five,train
11,train/five of spades/110.jpg,five of spades,five,train
11,train/five of spades/111.jpg,five of spades,five,train
11,train/five of spades/112.jpg,five of spades,five,train
11,train/five of spades/113.jpg,five of spades,five,train
11,train/five of spades/114.jpg,five of spades,five,train
11,train/five of spades/115.jpg,five of spades,five,train
11,train/five of spades/116.jpg,five of spades,five,train
11,train/five of spades/117.jpg,five of spades,five,train
11,train/five of spades/118.jpg,five of spades,five,train
11,train/five of spades/119.jpg,five of spades,five,train
11,train/five of spades/120.jpg,five of spades,five,train
11,train/five of spades/121.jpg,five of spades,five,train
11,train/five of spades/122.jpg,five of spades,five,train
11,train/five of spades/123.jpg,five of spades,five,train
11,train/five of spades/124.jpg,five of spades,five,train
11,train/five of spades/125.jpg,five of spades,five,train
11,train/five of spades/126.jpg,five of spades,five,train
11,train/five of spades/127.jpg,five of spades,five,train
11,train/five of spades/128.jpg,five of spades,five,train
11,train/five of spades/129.jpg,five of spades,five,train
11,train/five of spades/130.jpg,five of spades,five,train
11,train/five of spades/131.jpg,five of spades,five,train
11,train/five of spades/132.jpg,five of spades,five,train
11,train/five of spades/133.jpg,five of spades,five,train
11,train/five of spades/134.jpg,five of spades,five,train
11,train/five of spades/135.jpg,five of spades,five,train
11,train/five of spades/136.jpg,five of spades,five,train
11,train/five of spades/137.jpg,five of spades,five,train
11,train/five of spades/138.jpg,five of spades,five,train
11,train/five of spades/139.jpg,five of spades,five,train
11,train/five of spades/140.jpg,five of spades,five,train
11,train/five of spades/141.jpg,five of spades,five,train
11,train/five of spades/142.jpg,five of spades,five,train
11,train/five of spades/143.jpg,five of spades,five,train
11,train/five of spades/144.jpg,five of spades,five,train
11,train/five of spades/145.jpg,five of spades,five,train
11,train/five of spades/146.jpg,five of spades,five,train
11,train/five of spades/147.jpg,five of spades,five,train
11,train/five of spades/148.jpg,five of spades,five,train
11,train/five of spades/149.jpg,five of spades,five,train
11,train/five of spades/150.jpg,five of spades,five,train
11,train/five of spades/151.jpg,five of spades,five,train
11,train/five of spades/152.jpg,five of spades,five,train
11,train/five of spades/153.jpg,five of spades,five,train
11,train/five of spades/154.jpg,five of spades,five,train
11,train/five of spades/155.jpg,five of spades,five,train
11,train/five of spades/156.jpg,five of spades,five,train
11,train/five of spades/157.jpg,five of spades,five,train
11,train/five of spades/158.jpg,five of spades,five,train
12,train/four of clubs/001.jpg,four of clubs,four,train
12,train/four of clubs/002.jpg,four of clubs,four,train
12,train/four of clubs/003.jpg,four of clubs,four,train
12,train/four of clubs/004.jpg,four of clubs,four,train
12,train/four of clubs/005.jpg,four of clubs,four,train
12,train/four of clubs/006.jpg,four of clubs,four,train
12,train/four of clubs/007.jpg,four of clubs,four,train
12,train/four of clubs/008.jpg,four of clubs,four,train
12,train/four of clubs/009.jpg,four of clubs,four,train
12,train/four of clubs/010.jpg,four of clubs,four,train
12,train/four of clubs/011.jpg,four of clubs,four,train
12,train/four of clubs/012.jpg,four of clubs,four,train
12,train/four of clubs/013.jpg,four of clubs,four,train
12,train/four of clubs/014.jpg,four of clubs,four,train
12,train/four of clubs/015.jpg,four of clubs,four,train
12,train/four of clubs/016.jpg,four of clubs,four,train
12,train/four of clubs/017.jpg,four of clubs,four,train
12,train/four of clubs/018.jpg,four of clubs,four,train
12,train/four of clubs/019.jpg,four of clubs,four,train
12,train/four of clubs/020.jpg,four of clubs,four,train
12,train/four of clubs/021.jpg,four of clubs,four,train
12,train/four of clubs/022.jpg,four of clubs,four,train
12,train/four of clubs/023.jpg,four of clubs,four,train
12,train/four of clubs/024.jpg,four of clubs,four,train
12,train/four of clubs/025.jpg,four of clubs,four,train
12,train/four of clubs/026.jpg,four of clubs,four,train
12,train/four of clubs/027.jpg,four of clubs,four,train
12,train/four of clubs/028.jpg,four of clubs,four,train
12,train/four of clubs/029.jpg,four of clubs,four,train
12,train/four of clubs/030.jpg,four of clubs,four,train
12,train/four of clubs/031.jpg,four of clubs,four,train
12,train/four of clubs/032.jpg,four of clubs,four,train
12,train/four of clubs/033.jpg,four of clubs,four,train
12,train/four of clubs/034.jpg,four of clubs,four,train
12,train/four of clubs/035.jpg,four of clubs,four,train
12,train/four of clubs/036.jpg,four of clubs,four,train
12,train/four of clubs/037.jpg,four of clubs,four,train
12,train/four of clubs/038.jpg,four of clubs,four,train
12,train/four of clubs/039.jpg,four of clubs,four,train
12,train/four of clubs/040.jpg,four of clubs,four,train
12,train/four of clubs/041.jpg,four of clubs,four,train
12,train/four of clubs/042.jpg,four of clubs,four,train
12,train/four of clubs/043.jpg,four of clubs,four,train
12,train/four of clubs/044.jpg,four of clubs,four,train
12,train/four of clubs/045.jpg,four of clubs,four,train
12,train/four of clubs/046.jpg,four of clubs,four,train
12,train/four of clubs/047.jpg,four of clubs,four,train
12,train/four of clubs/048.jpg,four of clubs,four,train
12,train/four of clubs/049.jpg,four of clubs,four,train
12,train/four of clubs/050.jpg,four of clubs,four,train
12,train/four of clubs/051.jpg,four of clubs,four,train
12,train/four of clubs/052.jpg,four of clubs,four,train
12,train/four of clubs/053.jpg,four of clubs,four,train
12,train/four of clubs/054.jpg,four of clubs,four,train
12,train/four of clubs/055.jpg,four of clubs,four,train
12,train/four of clubs/056.jpg,four of clubs,four,train
12,train/four of clubs/057.jpg,four of clubs,four,train
12,train/four of clubs/058.jpg,four of clubs,four,train
12,train/four of clubs/059.jpg,four of clubs,four,train
12,train/four of clubs/060.jpg,four of clubs,four,train
12,train/four of clubs/061.jpg,four of clubs,four,train
12,train/four of clubs/062.jpg,four of clubs,four,train
12,train/four of clubs/063.jpg,four of clubs,four,train
12,train/four of clubs/064.jpg,four of clubs,four,train
12,train/four of clubs/065.jpg,four of clubs,four,train
12,train/four of clubs/066.jpg,four of clubs,four,train
12,train/four of clubs/067.jpg,four of clubs,four,train
12,train/four of clubs/068.jpg,four of clubs,four,train
12,train/four of clubs/069.jpg,four of clubs,four,train
12,train/four of clubs/070.jpg,four of clubs,four,train
12,train/four of clubs/071.jpg,four of clubs,four,train
12,train/four of clubs/072.jpg,four of clubs,four,train
12,train/four of clubs/073.jpg,four of clubs,four,train
12,train/four of clubs/074.jpg,four of clubs,four,train
12,train/four of clubs/075.jpg,four of clubs,four,train
12,train/four of clubs/076.jpg,four of clubs,four,train
12,train/four of clubs/077.jpg,four of clubs,four,train
12,train/four of clubs/078.jpg,four of clubs,four,train
12,train/four of clubs/079.jpg,four of clubs,four,train
12,train/four of clubs/080.jpg,four of clubs,four,train
12,train/four of clubs/081.jpg,four of clubs,four,train
12,train/four of clubs/082.jpg,four of clubs,four,train
12,train/four of clubs/083.jpg,four of clubs,four,train
12,train/four of clubs/084.jpg,four of clubs,four,train
12,train/four of clubs/085.jpg,four of clubs,four,train
12,train/four of clubs/086.jpg,four of clubs,four,train
12,train/four of clubs/087.jpg,four of clubs,four,train
12,train/four of clubs/088.jpg,four of clubs,four,train
12,train/four of clubs/089.jpg,four of clubs,four,train
12,train/four of clubs/090.jpg,four of clubs,four,train
12,train/four of clubs/091.jpg,four of clubs,four,train
12,train/four of clubs/092.jpg,four of clubs,four,train
12,train/four of clubs/093.jpg,four of clubs,four,train
12,train/four of clubs/094.jpg,four of clubs,four,train
12,train/four of clubs/095.jpg,four of clubs,four,train
12,train/four of clubs/096.jpg,four of clubs,four,train
12,train/four of clubs/097.jpg,four of clubs,four,train
12,train/four of clubs/098.jpg,four of clubs,four,train
12,train/four of clubs/099.jpg,four of clubs,four,train
12,train/four of clubs/100.jpg,four of clubs,four,train
12,train/four of clubs/101.jpg,four of clubs,four,train
12,train/four of clubs/102.jpg,four of clubs,four,train
12,train/four of clubs/103.jpg,four of clubs,four,train
12,train/four of clubs/104.jpg,four of clubs,four,train
12,train/four of clubs/105.jpg,four of clubs,four,train
12,train/four of clubs/106.jpg,four of clubs,four,train
12,train/four of clubs/107.jpg,four of clubs,four,train
12,train/four of clubs/108.jpg,four of clubs,four,train
12,train/four of clubs/109.jpg,four of clubs,four,train
12,train/four of clubs/110.jpg,four of clubs,four,train
12,train/four of clubs/111.jpg,four of clubs,four,train
12,train/four of clubs/112.jpg,four of clubs,four,train
12,train/four of clubs/113.jpg,four of clubs,four,train
12,train/four of clubs/114.jpg,four of clubs,four,train
12,train/four of clubs/115.jpg,four of clubs,four,train
12,train/four of clubs/116.jpg,four of clubs,four,train
12,train/four of clubs/117.jpg,four of clubs,four,train
12,train/four of clubs/118.jpg,four of clubs,four,train
12,train/four of clubs/119.jpg,four of clubs,four,train
12,train/four of clubs/120.jpg,four of clubs,four,train
12,train/four of clubs/121.jpg,four of clubs,four,train
12,train/four of clubs/122.jpg,four of clubs,four,train
12,train/four of clubs/123.jpg,four of clubs,four,train
12,train/four of clubs/124.jpg,four of clubs,four,train
12,train/four of clubs/125.jpg,four of clubs,four,train
12,train/four of clubs/126.jpg,four of clubs,four,train
12,train/four of clubs/127.jpg,four of clubs,four,train
12,train/four of clubs/128.jpg,four of clubs,four,train
12,train/four of clubs/129.jpg,four of clubs,four,train
12,train/four of clubs/130.jpg,four of clubs,four,train
12,train/four of clubs/131.jpg,four of clubs,four,train
12,train/four of clubs/132.jpg,four of clubs,four,train
12,train/four of clubs/133.jpg,four of clubs,four,train
12,train/four of clubs/134.jpg,four of clubs,four,train
12,train/four of clubs/135.jpg,four of clubs,four,train
12,train/four of clubs/136.jpg,four of clubs,four,train
12,train/four of clubs/137.jpg,four of clubs,four,train
12,train/four of clubs/138.jpg,four of clubs,four,train
12,train/four of clubs/139.jpg,four of clubs,four,train
12,train/four of clubs/140.jpg,four of clubs,four,train
12,train/four of clubs/141.jpg,four of clubs,four,train
12,train/four of clubs/142.jpg,four of clubs,four,train
12,train/four of clubs/143.jpg,four of clubs,four,train
12,train/four of clubs/144.jpg,four of clubs,four,train
12,train/four of clubs/145.jpg,four of clubs,four,train
12,train/four of clubs/146.jpg,four of clubs,four,train
12,train/four of clubs/147.jpg,four of clubs,four,train
12,train/four of clubs/148.jpg,four of clubs,four,train
12,train/four of clubs/149.jpg,four of clubs,four,train
12,train/four of clubs/150.jpg,four of clubs,four,train
12,train/four of clubs/151.jpg,four of clubs,four,train
12,train/four of clubs/152.jpg,four of clubs,four,train
12,train/four of clubs/153.jpg,four of clubs,four,train
